行业,批次,不限专业,公司名称,学历,岗位更新日期,官方公告,岗位,网申入口,含免笔试,截止时间,企业类型,招聘对象,备注,工作城市
金融,暑期实习,0,平安证券,"硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/vBv6wuEcj3J2Lb2J2voXcw,"行研类,投行类,经纪类,投资交易类,信息技术类",https://campus.pingan.com/securities,0,招满即止,民企,2027届,"含转正机会, 仅限2027届硕博, 涵盖投行/行研/投资交易等核心组, 资深导师一对一辅导。","上海, 北京, 广州, 深圳"
半导体,暑期实习,0,德州仪器成都制造基地,大专,2026/04/18,https://mp.weixin.qq.com/s/4E139Rilqi6XYu_IGUDygg,"设备技术员实习生,工艺技术员实习生",https://app.mokahr.com/su/ajjyty,1,招满即止,外企,2027届,"提供实习津贴与膳食补助, 7-8月全勤实习, 仅招2027届大专生, 表现优异毕业可转正.",成都
"证券,金融",春招,0,诚通证券,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/LAURrlyzEI8GGjuOq7x4uQ,公募基金类，国际业务类，投资银行类，研究业务类，证券经纪类，证券自营类，资产管理类,https://ccthr1.zhiye.com/,0,招满即止,央国企,2026,"央企背景, 解决北京户口机会, 六险二金, 15k-25k*14","全国, 北京"
"其它,制造业,新能源",春招,0,国家电投,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/pJNhqP5ZoLOT62pGteovVA,仪器类，储能类，文学类，机械类，材料类，法学类，电气类，新能源类，核工程类，管理学类，经济学类，自动化类，计算机类，土木水利类，环境工程类，电子信息类，能源动力类，安全科学与工程类,https://mp.weixin.qq.com/s/pJNhqP5ZoLOT62pGteovVA,0,招满即止,央国企,2026,"解决落户政策, 六险二金, 提供公寓宿舍及员工餐厅, 央企正式编制, 10k~18k*14",全国
半导体,春招,0,普冉股份,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/pXviMjxIGXYRD9wQ0fFwaw,AE/FAE，ATE测试工程师，PE产品工程师，数字设计，数字验证，模拟设计，系统设计,https://shortapis.com/xzpro/?target64=bHVsaW5saW5AcHV5YXNlbWkuY29t,1,2026-04-30,民企,2026,"解决上海落户, 商业保险, 专家/管理双通道, 18k~35k*15","上海, 苏州"
银行,春招,0,邮政银行新疆分行,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/VShFGHy-hRLxl0UKEcGYKA,二级分行及支行U培生（金融销售）,https://xjyc2026.zhaopin.com/,0,2026-04-24,央国企,2026,"有六险二金, 各种补贴, 10k~15k*14",新疆
银行,春招,1,中国光大银行北京分行,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/aN-TkMi-tLkGOwuCrcafBQ,市场营销类，运营柜员类，金融科技类,https://eoap.cebbank.com/uiap/wt/CEB/zpzh/campus,0,2026-04-26,央国企,"2025, 2026","解决北京户口机会大, 六险二金, 各种补贴, 15k-20k*15",北京
新能源,春招,0,宁德时代,博士,2026/04/18,https://mp.weixin.qq.com/s/RD8yQPY1ARWXBF1oR837MQ,AI Agent (多智能体系统与科学与工程)，材料基因工程师，三元材料开发工程师，光伏材料研发工程师，固态电池研发工程师，新型电芯研发工程师，电池材料研发工程师，负极应用开发工程师，材料多尺度仿真工程师，磷酸盐材料开发工程师，先进材料工程开发工程师，前沿技术追踪与评估工程师,https://talent.catl.com/,0,招满即止,民企,"2025, 2026","提供免费食宿保障, 极具竞争力的薪酬体系, 博士总包参考40w-80w+","宁德, 福建"
制造业,春招,0,华星恒泰,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/buZ28eM1hxNw1NnXASJVIA,IE工程师，ME工程师，NPI工程师，PE工程师，技术管培生，结构工程师，自动化工程师,https://shortapis.com/xzpro/?target64=aHIwNkBzb2xlbm9pZGNvaWwuY24=,0,招满即止,民企,2026,"提供深圳公寓过渡及东莞包吃住, 设有核心技术人才激励政策, 8k~15k*13","东莞, 深圳"
银行,春招,0,邮储银行河南分行,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/jAflhF0kqKMa2LXb07VjgQ,河南省分行各级机构岗位,https://psbchn2026.zhaopin.com/,0,2026-04-26,央国企,2026,提供六险二金（含企业年金、补充医疗）、各类津贴补贴及职工小家福利，薪资约8k-15k*14-16,河南
交通运输,春招,0,湖北铁路集团,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/LcEGmGbX0EWhy6M1lmhKdQ,见附件岗位表,https://mp.weixin.qq.com/s/LcEGmGbX0EWhy6M1lmhKdQ,0,招满即止,央国企,2026,"省属大型国企编制, 六险二金, 极高稳定性, 综合年薪12万-20万",湖北
"咨询,互联网",春招,0,OMP,"硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/SYRP12doYOpbxf_kWdTC_g,客服行政专员，供应链实施顾问，供应链集成顾问，客户技术支持顾问 (二线),https://qrco.de/bgkFw9,0,招满即止,外企,2026,"20天超长年假, 拒绝996, 支持居家办公, 英语办公环境, 表现优异可去比利时总部培训, 18k-25k*13",上海
"制造业,新能源",春招,0,奥特维,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/SFbiCTh0MBvlU_Bka380vw,软件工程师-AI/算法，软件工程师-视觉，软件工程师-上位机,https://app.mokahr.com/m/campus-recruitment/wxautowell/45558,1,招满即止,民企,2026,提供六险一金、股权激励、餐补及通讯补贴，参考薪资15k-25k*14,无锡
金融,春招,0,人保财险（北京市分公司）,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/rkDis5zQge0d9YA7lQ5tkg,IT类，理赔类，综合类，财务类，业务管理类，医疗审核类，法律合规类，渠道维护类，行业客户类，软件开发类，风控服务类，社保巡调查类，农险业务发展类,https://picc.zhiye.com/custom/campus?c=&c1=&c2=22&d=&hideAll=true&ky=,0,2026-04-30,央国企,2026,"有六险二金,带薪假期,健康体检,10k~15k*14",北京
"互联网,制造业,半导体",春招,0,富士康,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/tViaFGvkuzmX4Nlf1o59sA,市场类，技术类，研发类，管理类，职能类，工业互联网类,https://foxconn.hotjob.cn/,0,招满即止,民企,2026,"有五险一金,年底双薪,提供员工公寓,综合年薪10W-30W",全国
"其它,互联网",春招,0,马栏山集团,"硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/lHaoREJqgycl4vCaDjM6hQ,法务类管培生，信息技术类管培生，招商运营类管培生，综合管理类管培生,https://mlszp.iguopin.com/,0,招满即止,央国企,2026,"省级文化科技平台, 六险两金, 交通通讯补贴, 员工食堂, 10k-15k*14",长沙
"其它,事业单位",春招补录,0,内蒙古气象局,"硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/YQTHi2CYOq5NsdVTAb8dDQ,数值预报，数据应用，综合业务，雷达探测，卫星遥感业务,http://www.nmrckp.com/,0,2026-04-24,事业单位,"2024, 2025, 2026","事业编制, 需硕士或博士学历, 包含气象及信息技术类岗位, 18-35周岁, 薪资参照当地事业单位标准, 5k-10k","赤峰, 呼和浩特"
金融,春招,0,德邦证券,"硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/L47KCDI033Rwr6M2OAlPjw,交易岗，承做岗，清算岗，渠道经理，债券承做岗，合规管理岗，基层党建岗，算法工程师，系统运维岗，综合文秘岗，股权承做岗，薪酬绩效岗，行业研究员，证券事务岗，财务核算岗，量化研究员，互联网运营岗,https://app.mokahr.com/campus-recruitment/imtebon/74049#/jobs,0,2026-04-26,央国企,2026,"有六险一金,各种补贴,硕士起投,最多投递1个岗位,12k~18k*14","上海, 北京, 济南"
其它,春招,0,江西出版传媒集团,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/IGplJcwGKEVkrUElRcfX9g,校园招聘岗位，社会招聘岗位,https://cbjt2026.zhaopin.com/,0,2026-04-30,央国企,"2024, 2025, 2026","省属大型国企, 连续17届全国文化企业30强, 往届可投, 总包约10w-15w","南昌, 江西"
交通运输,春招,0,民航华北空管局,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/WEKP075E_QsoH0BtIB57Rw,气象预报岗，通导气象机务岗,https://mp.weixin.qq.com/s/WEKP075E_QsoH0BtIB57Rw,0,2026-05-01,事业单位,2026,"解决北京户口, 事业单位编制, 六险二金, 各种补贴, 总包20万-30万","北京, 呼伦贝尔"
医药生物,暑期实习,0,圣湘生物,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/SNHOx7jOxiaVT1ThnbC2GA,"软件工程师,电子工程师,研发工程师,工艺工程师,生产技术员,人力管培生,产品开发工程师,生信研发工程师,研发转化工程师,临床试验工程师,原料开发工程师,合成开发工程师,营销管培生,自动化助理工程师,仪器质量工程师,体系工程师,试剂QC/QA技术员,NPI项目工程师,综合管理员,生产工艺员,设备技术员,法务管培生,财务管培生,ITBP",https://sansurehr.zhiye.com/campus,1,招满即止,民企,2027届,"转正直达正式校招Offer, 1v1高管带教, 涵盖研发/营销/供应链/职能全岗位。","上海, 长沙"
"金融,制造业",暑期实习,0,热联集团,"本科,硕士",2026/04/18,https://mp.weixin.qq.com/s/pZBdjejSjAO9Adry4DAtcA,"业务实习生,研究实习生",https://shortapis.com/xzpro/?target64=cGFubGluQGNpZWMuY29t,0,2026-05-15,央国企,2027届,"表现优异可获秋招Offer, 需实习至少2个月, 隶属世界500强国企成员企业。",杭州
咨询,春招,0,金杜律师事务所,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/0gA1QTrMPHMMa_pbOpawjA,开放日参与名额,https://kwcareer.zhiye.com/activity/list?navigationId=21dbec27-55b7-dee3-41bd-62dd61fa5742&title=2026%E5%B9%B4%E6%98%A5%E6%8B%9B%E5%BC%80%E6%94%BE%E6%97%A5%EF%BC%88%E5%8C%97%E4%BA%AC%EF%BC%89,0,2026-04-21,民企,2026,"顶级红圈所, 现场发放Pass卡直通春招优先晋级池, 包含定制礼包与下午茶, 薪资参考20k-30k*13",北京
其它,春招,0,云南省烟草专卖局,"本科,硕士,博士",2026/04/18,http://www.tobacco.gov.cn/gjyc/zpxx/202604/8ea1bdac7f144f26ab9d919b9f571e57.shtml,2026年毕业生招聘岗位（第二批）,https://yn.tobacco.gov.cn/,0,2026-04-27,央国企,"2024, 2025, 2026","有六险二金, 各种补贴, 交通食宿补助, 15k-25k*14",云南省
交通运输,春招,0,南航物流,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/A2bGjoDbQZz6JuL2ti7Odg,机务类，航务类，航医类，信息科技类，党群事务类，审计监督类，市场营销类，规划管理类,https://job.csair.com/,0,2026-05-05,央国企,"2025, 2026",提供七险二金及全面福利保障，配备员工宿舍与食堂，具有行业竞争力的薪酬及项目激励，10k-18k*13-14,"北京, 广州, 深圳"
教育,春招补录,0,高途,"本科,硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/oDjJEs3FE1rnCmNUd_-kEA,线下1V1主讲，二讲老师，产品经理，学习顾问，线下班课主讲,https://jsj.top/f/BCczmf,0,招满即止,民企,"2025, 2026","提供落户支持, 六险一金, 报班优惠, 10k-25k*14","上海, 东莞, 佛山, 北京, 南京, 南昌, 天津, 太原, 广州, 徐州, 成都, 武汉, 济南, 温州, 苏州, 西安, 郑州"
"制造业,新能源",春招,0,国家电投钍基能源,"硕士,博士",2026/04/18,https://mp.weixin.qq.com/s/2GoxnjJmZXF0w6qDU_i1Pg,专业技术类，职能管理类,https://dttn.iguopin.com/job,0,招满即止,央国企,"2024, 2025, 2026","解决上海户口, 提供落户支持, 六险二金, 住房补贴与人才补贴, 18k-35k*15",上海
"制造业,交通运输",春招,0,中车大同,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/LyovNbBqoD918NHnKdfXMg,土木工程，战略管理，财务管理，项目管理，数字工程师，机械工程师，材料工程师，焊接工程师，电气工程师，计算机工程师，无人驾驶工程师，机械结构设计师，电气研发工程师，电气系统工程师,https://mp.weixin.qq.com/s/LyovNbBqoD918NHnKdfXMg,0,招满即止,央国企,2026,"央企编制,解决北京/大同落户,提供人才津贴与取暖补贴,8k~15k*13","北京, 大同"
"建筑,环保,新能源",春招,0,中国城乡,"硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/SiO_mzj8m9jAQiBLisH2zw,数字化岗，工艺技术岗，技术研发岗，光伏运维工程师,https://ccccltd.zhiye.com/custom/fxzzw?c2=83&fname=chengxiangkgjt&hideMenu=1,0,招满即止,央国企,2026,"解决北京/上海户口, 提供公租房或宿舍, 硕士总包12万+, 博士总包24万+","上海, 北京, 天津"
制造业,春招,0,上海振华重工,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/NSeAuDmLIkQZbBt5Ax2O9Q,管理类，商务与国际化类，机械电气船舶类，计算机与人工智能类,https://zhaopin.ccccltd.cn/custom/fxzzw?c2=61&fname=shanghaizhenhuazhonggongjt&hideMenu=1,0,招满即止,央国企,2026,"解决上海落户,六险二金,提供员工宿舍,各种津贴奖金,10k~18k*14","上海, 南通, 武汉"
"军工,制造业",春招,0,中船六〇五院,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/3EC43zRVI5Dt_y5UntqlFQ,船舶总体工程师,https://shortapis.com/xzpro/?target64=emhhb3BpbjYwNUAxNjMuY29t,0,招满即止,央国企,2026,"解决事业编制, 六险两金(公积金12%), 3年免费住宿, 全天免费餐食, 博士有购房补贴, 12k-25k",广州
制造业,春招补录,0,西门子,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/RQKxintegJ1r8mgOPPcM5A,销售，质量/财务/传播，生产/工程师/供应链，产品管理，创新研发,https://mp.weixin.qq.com/s/RQKxintegJ1r8mgOPPcM5A,0,招满即止,外企,"2025, 2026","外企WLB, 六险一金, 补充医疗保险, 13-15薪, 10k-18k*14",全国
医疗,春招,0,建发致新,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/lAhoM0gGWdZdRUPVnUkBog,业务管培生，产品管培生，运营管培生，项目管培生,https://shortapis.com/xzpro/?target64=aHJAaW5ub3N0aWMuY29t,0,招满即止,央国企,2026,"有六险一金,租房补贴,餐费补贴,交通补贴,10k~15k*14","上海, 全国, 北京, 广州, 成都, 长沙, 西北区域, 西南区域"
"其它,金融,互联网",春招,0,深德科,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/EIbiiyfk19X0j5H37882Fg,交付管培生，招聘管培生,https://www.dekeinfo.com/zh-CN/pc/personRecruit?channel=gongzhonghao,0,招满即止,民企,2026,"有五险一金,各种节日福利,带薪假期,周末双休,6k~10k*13","广州, 深圳"
航天航空,春招,1,智晖空间,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/28JrgeW-srBggXV5eF0k4g,产品设计类，技术研发类，综合职能类,https://mp.weixin.qq.com/s/28JrgeW-srBggXV5eF0k4g,0,招满即止,民企,2026,"有五险一金, 享受宁波人才引进补贴, 研发岗12k-25k",宁波
"制造业,新能源",春招补录,0,海兴电力,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/wVaIIybGRl9z6wDOuvlgpQ,财务专员(利沃得)，制造管培生，质量管培生，工艺工程师(水表)，工艺工程师(利沃得)，质量工程师(利沃得)，国内销售管培生，控制算法工程师，泰语海外销售经理，印尼语海外销售经理，海外技术支持工程师，海外解决方案工程师,https://job.hxgroup.com/,1,招满即止,民企,2026,"有五险一金, 各种补贴, 班车食堂, 13k~18k*14","全国, 宁波, 杭州, 深圳, 顺德"
电商,春招,0,致欧家居,"本科,硕士,博士",2026/04/17,http://mp.weixin.qq.com/s?__biz=MzkzNjQ3OTAyNg%3D%3D&idx=1&mid=2247485646&sn=0c910c456462a467acf5c590a3218c44,产品管培生，研发管培生，职能管培生，营销管培生，供应链管培生,https://songmicshome.jobs.feishu.cn/index,0,招满即止,民企,"2025, 2026","有六险一金,餐饮补贴,节日福利,团建旅游,8k~15k*13","深圳, 郑州"
"互联网,半导体",春招,0,阅星曈,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/1xxMVP11M8eDHlr0dse2HQ,采购助理，测试工程师，海外社媒运营，战略分析实习生，国内电商运营助理，海外电商运营助理，电商平台用户运营,https://shortapis.com/xzpro/?target64=SFJAeHRlaW5rLmNu,1,2026-05-31,民企,2026,提供五险一金及住房补贴，弹性工作不打卡，月薪范围8k-15k。,深圳
金融,春招,0,中国诚通,"硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/uVjNhvnWXLRCd-1rfio3Eg,主办，投资岗，研究岗，管培生，财务岗，财税岗，产权管理岗，合规管理岗，员工关系岗，团青工作岗，经营管理岗，综合改革岗，综合秘书岗，运营统计岗，总部经费管理岗，财务运行管理岗，金融业务管理岗,https://shortapis.com/xzpro/?target64=aHR0cHM6Ly9jY3Roci56aGl5ZS5jb20v,0,2026-05-05,央国企,2026,"解决北京落户,六险二金,各种补贴,具有竞争力的市场化薪酬","上海, 北京, 南京, 杭州, 深圳, 香港"
"建筑,新能源,事业单位",春招,0,中国安能一局,"本科,硕士,博士,专科",2026/04/17,http://mp.weixin.qq.com/s?__biz=MjM5OTk2NjYyNg%3D%3D&idx=1&mid=2247576101&sn=110cca6ae8b575360c278ea07ae6c56b,法学，工程技术类，应急救援类，新闻传播学，汉语言文学，财务管理类，人力资源管理，工程测量技术，测绘工程技术，现代通信技术，通信软件技术，无人机应用技术，无人机测绘技术，机电一体化技术，电气自动化技术，人工智能技术应用，计算机科学与技术，通信系统运行管理，机械制造及其自动化，智能工程机械运用技术,https://shortapis.com/xzpro/?target64=emdhbnRzZmdzQDE2My5jb20=,0,2026-06-30,央国企,2026,"央企编制,六险二金(含企业年金),提供食宿,各项津贴补贴齐全,总包10w-15w",天津
航天航空,春招,0,天仪空间,"本科,硕士,博士",2026/04/17,https://mp.weixin.qq.com/s/jiySYsMJH590l8owS43HEA,SAR载荷测试工程师，质量工程师，卫星总体工程师，卫星热控工程师，卫星轨控工程师，系统测试工程师，卫星测运控系统工程师,https://shortapis.com/xzpro/?target64=aHJAc3BhY2V0eS5jbg==,0,招满即止,民企,2026,提供八险一金及全方位生活补贴，薪资高于市场水平且有完善调薪机制，15k-30k*14,长沙
